ï»¿num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorolÃ³gico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga;__origen__;__descarga__
2025S051087;02/05/2025;13:45:00;CALL. RAQUEL MELLER, 2;2;15;CIUDAD LINEAL;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;;;444218.0;4475916.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S051087;02/05/2025;13:45:00;CALL. RAQUEL MELLER, 2;2;15;CIUDAD LINEAL;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 aÃ±os;Hombre;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;444218.0;4475916.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S012861;04/02/2025;13:45:00;CALL. NUÃEZ DE BALBOA, 2;2;4;SALAMANCA;Choque contra obstÃ¡culo fijo;Despejado;CamiÃ³n rÃ­gido;Conductor;Desconocido;Desconocido;;;442060.0;4474800.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S025891;05/03/2025;13:45:00;AVDA. MAYORAZGO / CTRA. VILLAVERDE A VALLECAS;8;18;VILLA DE VALLECAS;ColisiÃ³n lateral;Lluvia dÃ©bil;Turismo;Conductor;De 21 a 24 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;445896.0;4469335.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S025891;05/03/2025;13:45:00;AVDA. MAYORAZGO / CTRA. VILLAVERDE A VALLECAS;8;18;VILLA DE VALLECAS;ColisiÃ³n lateral;Lluvia dÃ©bil;TractocamiÃ³n;Conductor;De 60 a 64 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;445896.0;4469335.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S025440;05/03/2025;13:45:00;AUTOV. M-30, 07XC70;07XC70;14;MORATALAZ;Choque contra obstÃ¡culo fijo;Nublado;Turismo;Conductor;MÃ¡s de 74 aÃ±os;Hombre;;;444112.0;4474287.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S039031;05/04/2025;13:45:00;AUTOV. M-30, 06NC05;06NC05;4;SALAMANCA;Alcance;;Turismo;Conductor;De 55 a 59 aÃ±os;Hombre;;;443959.0;4475750.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S039031;05/04/2025;13:45:00;AUTOV. M-30, 06NC05;06NC05;4;SALAMANCA;Alcance;;Furgoneta;Conductor;De 40 a 44 aÃ±os;Hombre;;;443959.0;4475750.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S052201;05/05/2025;13:45:00;CALL. CUARENTA MERCAMADRID / CALL. CUARENTA Y CINCO MERCAMADRID;1;18;VILLA DE VALLECAS;ColisiÃ³n fronto-lateral;;Turismo;Conductor;De 35 a 39 aÃ±os;Hombre;;;443982.0;4467804.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S052201;05/05/2025;13:45:00;CALL. CUARENTA MERCAMADRID / CALL. CUARENTA Y CINCO MERCAMADRID;1;18;VILLA DE VALLECAS;ColisiÃ³n fronto-lateral;;CamiÃ³n rÃ­gido;Conductor;De 35 a 39 aÃ±os;Hombre;;;443982.0;4467804.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S078882;05/07/2025;13:45:00;CALL. JULIA GARCIA BOUTAN, 25;25;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;De 25 a 29 aÃ±os;Mujer;6.0;Asistencia sanitaria inmediata en centro de salud o mutua;448469.0;4475667.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S078882;05/07/2025;13:45:00;CALL. JULIA GARCIA BOUTAN, 25;25;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;De 21 a 24 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;448469.0;4475667.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S079039;06/07/2025;13:45:00;CALL. LEGANITOS, 45;45;1;CENTRO;ColisiÃ³n fronto-lateral;Despejado;Cuadriciclo no ligero;Conductor;De 50 a 54 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;439685.0;4474947.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S079039;06/07/2025;13:45:00;CALL. LEGANITOS, 45;45;1;CENTRO;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 aÃ±os;Mujer;;;439685.0;4474947.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S014628;07/02/2025;13:45:00;AUTOV. M-30, 08NL19;08NL19;3;RETIRO;ColisiÃ³n mÃºltiple;Lluvia dÃ©bil;Turismo;Conductor;De 30 a 34 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;443864.0;4473881.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S014628;07/02/2025;13:45:00;AUTOV. M-30, 08NL19;08NL19;3;RETIRO;ColisiÃ³n mÃºltiple;Lluvia dÃ©bil;Turismo;Conductor;De 30 a 34 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;443864.0;4473881.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S014628;07/02/2025;13:45:00;AUTOV. M-30, 08NL19;08NL19;3;RETIRO;ColisiÃ³n mÃºltiple;Lluvia dÃ©bil;Turismo;Pasajero;De 45 a 49 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;443864.0;4473881.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S014628;07/02/2025;13:45:00;AUTOV. M-30, 08NL19;08NL19;3;RETIRO;ColisiÃ³n mÃºltiple;Lluvia dÃ©bil;Turismo;Conductor;De 50 a 54 aÃ±os;Mujer;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;443864.0;4473881.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S002118;08/01/2025;13:45:00;CALL. MONTANCHEZ / CALL. IBOR;25;13;PUENTE DE VALLECAS;ColisiÃ³n fronto-lateral;;Turismo;Conductor;Desconocido;Desconocido;;;443072.0;4469467.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S002118;08/01/2025;13:45:00;CALL. MONTANCHEZ / CALL. IBOR;25;13;PUENTE DE VALLECAS;ColisiÃ³n fronto-lateral;;Turismo;Conductor;Desconocido;Desconocido;;;443072.0;4469467.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S053602;08/05/2025;13:45:00;CALL. DON FELIPE / PLAZA. SAN ILDEFONSO;1;1;CENTRO;ColisiÃ³n fronto-lateral;;Furgoneta;Conductor;Desconocido;Desconocido;;;440434.0;4475098.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S053602;08/05/2025;13:45:00;CALL. DON FELIPE / PLAZA. SAN ILDEFONSO;1;1;CENTRO;ColisiÃ³n fronto-lateral;;Furgoneta;Conductor;De 35 a 39 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;440434.0;4475098.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S090851;08/08/2025;13:45:00;CALL. O'DONNELL / CALL. NARVAEZ;35;4;SALAMANCA;ColisiÃ³n fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;442663.0;4474772.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S090851;08/08/2025;13:45:00;CALL. O'DONNELL / CALL. NARVAEZ;35;4;SALAMANCA;ColisiÃ³n fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 aÃ±os;Hombre;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;442663.0;4474772.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S003212;11/01/2025;13:45:00;PASEO. EXTREMADURA / CALL. VILLAMANIN;246;10;LATINA;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;436264.0;4472998.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S003212;11/01/2025;13:45:00;PASEO. EXTREMADURA / CALL. VILLAMANIN;246;10;LATINA;Alcance;Despejado;Turismo;Pasajero;De 21 a 24 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;436264.0;4472998.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S003212;11/01/2025;13:45:00;PASEO. EXTREMADURA / CALL. VILLAMANIN;246;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;436264.0;4472998.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S003212;11/01/2025;13:45:00;PASEO. EXTREMADURA / CALL. VILLAMANIN;246;10;LATINA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 aÃ±os;Hombre;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;436264.0;4472998.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S041626;11/04/2025;13:45:00;CALL. CASAS DE MIRAVETE, 17;1;18;VILLA DE VALLECAS;Alcance;Nublado;;Conductor;Desconocido;Desconocido;;;445471.0;4469570.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S041626;11/04/2025;13:45:00;CALL. CASAS DE MIRAVETE, 17;1;18;VILLA DE VALLECAS;Alcance;Nublado;Turismo;Conductor;De 30 a 34 aÃ±os;Hombre;2.0;Ingreso inferior o igual a 24 horas;445471.0;4469570.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S055072;11/05/2025;13:45:00;CALL. GABRIEL MONTERO, 1;1;15;CIUDAD LINEAL;Choque contra obstÃ¡culo fijo;Despejado;Turismo;Conductor;De 65 a 69 aÃ±os;Hombre;;;446477.0;4475078.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S091216;11/08/2025;13:45:00;CALL. BAHIA DE GANDO, 1;1;21;BARAJAS;Atropello a persona;Despejado;Turismo;PeatÃ³n;De 30 a 34 aÃ±os;Hombre;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;449738.0;4479548.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S091216;11/08/2025;13:45:00;CALL. BAHIA DE GANDO, 1;1;21;BARAJAS;Atropello a persona;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;449738.0;4479548.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S042257;12/04/2025;13:45:00;CALL. DOCTOR VALLEJO, 9;9;15;CIUDAD LINEAL;Choque contra obstÃ¡culo fijo;Despejado;Turismo;Conductor;De 21 a 24 aÃ±os;Mujer;;;445411.0;4476422.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
