ï»¿num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorolÃ³gico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga;__origen__;__descarga__
2025S012216;03/02/2025;8:00:00;AVDA. CANILLEJAS A VICALVARO, 193;193;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;De 65 a 69 aÃ±os;Hombre;;;448216.0;4473941.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S012216;03/02/2025;8:00:00;AVDA. CANILLEJAS A VICALVARO, 193;193;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Furgoneta;Conductor;De 30 a 34 aÃ±os;Hombre;;;448216.0;4473941.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S065582;03/06/2025;8:00:00;CALL. ORENSE, 1;1;6;TETUÃN;ColisiÃ³n lateral;Despejado;CamiÃ³n rÃ­gido;Conductor;De 40 a 44 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;441015.0;4477629.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S065582;03/06/2025;8:00:00;CALL. ORENSE, 1;1;6;TETUÃN;ColisiÃ³n lateral;Despejado;Turismo;Conductor;De 30 a 34 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;441015.0;4477629.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S012765;04/02/2025;8:00:00;CALL. MONTESA, 8;8;4;SALAMANCA;CaÃ­da;;VMU elÃ©ctrico;Conductor;De 30 a 34 aÃ±os;Hombre;;;442963.0;4475372.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S025122;04/03/2025;8:00:00;AUTOV. M-30 CALZADA EXT LAT PK 7700;07XL70;14;MORATALAZ;ColisiÃ³n lateral;Nublado;Furgoneta;Conductor;De 50 a 54 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;444089.0;4474217.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S025122;04/03/2025;8:00:00;AUTOV. M-30 CALZADA EXT LAT PK 7700;07XL70;14;MORATALAZ;ColisiÃ³n lateral;Nublado;Furgoneta;Conductor;De 30 a 34 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;444089.0;4474217.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S025010;04/03/2025;8:00:00;AUTOV. A-42, +00500E;+00500E;12;USERA;ColisiÃ³n lateral;Nublado;Turismo;Conductor;De 65 a 69 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;438988.0;4470320.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S025010;04/03/2025;8:00:00;AUTOV. A-42, +00500E;+00500E;12;USERA;ColisiÃ³n lateral;Nublado;Furgoneta;Conductor;De 35 a 39 aÃ±os;Hombre;;;438988.0;4470320.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S051499;04/05/2025;8:00:00;CALL. CRUZ / CALL. ESPOZ Y MINA;22;1;CENTRO;Atropello a persona;Nublado;CamiÃ³n rÃ­gido;PeatÃ³n;De 35 a 39 aÃ±os;Hombre;5.0;Asistencia sanitaria ambulatoria con posterioridad;440416.0;4474073.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S051499;04/05/2025;8:00:00;CALL. CRUZ / CALL. ESPOZ Y MINA;22;1;CENTRO;Atropello a persona;Nublado;CamiÃ³n rÃ­gido;Conductor;De 55 a 59 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;440416.0;4474073.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S089272;04/08/2025;8:00:00;CALL. MANUEL BARTOLOME COSSIO, 6;6;9;MONCLOA-ARAVACA;ColisiÃ³n lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;438894.0;4477067.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S089272;04/08/2025;8:00:00;CALL. MANUEL BARTOLOME COSSIO, 6;6;9;MONCLOA-ARAVACA;ColisiÃ³n lateral;Despejado;Turismo;Conductor;De 35 a 39 aÃ±os;Mujer;;;438894.0;4477067.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S066628;05/06/2025;8:00:00;CALL. JOSE GUTIERREZ MAROTO / CALL. EMBALSE DE NAVACERRADA;1;18;VILLA DE VALLECAS;CaÃ­da;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;448663.0;4468331.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S066628;05/06/2025;8:00:00;CALL. JOSE GUTIERREZ MAROTO / CALL. EMBALSE DE NAVACERRADA;1;18;VILLA DE VALLECAS;CaÃ­da;Despejado;Motocicleta > 125cc;Conductor;De 40 a 44 aÃ±os;Hombre;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;448663.0;4468331.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S001325;06/01/2025;8:00:00;AVDA. LUIS ARAGONES, 18;18;20;SAN BLAS-CANILLEJAS;Solo salida de la vÃ­a;Lluvia dÃ©bil;Turismo;Conductor;De 25 a 29 aÃ±os;Hombre;6.0;Asistencia sanitaria inmediata en centro de salud o mutua;448914.0;4476745.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S067144;06/06/2025;8:00:00;CALL. ALCALA / CALL. SAN ROMUALDO;522;20;SAN BLAS-CANILLEJAS;ColisiÃ³n lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 aÃ±os;Hombre;7.0;Asistencia sanitaria sÃ³lo en el lugar del accidente;447135.0;4476992.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S067144;06/06/2025;8:00:00;CALL. ALCALA / CALL. SAN ROMUALDO;522;20;SAN BLAS-CANILLEJAS;ColisiÃ³n lateral;Despejado;Turismo;Conductor;De 35 a 39 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;447135.0;4476992.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S067147;06/06/2025;8:00:00;CALL. ALBERTO AGUILERA / GTA. RUIZ JIMENEZ;1;1;CENTRO;ColisiÃ³n fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 aÃ±os;Hombre;6.0;Asistencia sanitaria inmediata en centro de salud o mutua;440088.0;4475676.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S067147;06/06/2025;8:00:00;CALL. ALBERTO AGUILERA / GTA. RUIZ JIMENEZ;1;1;CENTRO;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;440088.0;4475676.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S052972;07/05/2025;8:00:00;AVDA. PLANETARIO, 1B;1B;2;ARGANZUELA;ColisiÃ³n lateral;Despejado;AutobÃºs;Conductor;De 60 a 64 aÃ±os;Hombre;;;442299.0;4471841.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S052917;07/05/2025;8:00:00;CALL. ESTEBAN CARROS, 21;21;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 50 a 54 aÃ±os;Mujer;;;444215.0;4469564.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S052972;07/05/2025;8:00:00;AVDA. PLANETARIO, 1B;1B;2;ARGANZUELA;ColisiÃ³n lateral;Despejado;Motocicleta > 125cc;Conductor;De 25 a 29 aÃ±os;Mujer;;;442299.0;4471841.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S052917;07/05/2025;8:00:00;CALL. ESTEBAN CARROS, 21;21;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 40 a 44 aÃ±os;Mujer;;;444215.0;4469564.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S090160;07/08/2025;8:00:00;PLAZA. LIMA / PASEO. CASTELLANA;0;5;CHAMARTÃN;ColisiÃ³n fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 60 a 64 aÃ±os;Hombre;6.0;Asistencia sanitaria inmediata en centro de salud o mutua;441440.0;4478209.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S090160;07/08/2025;8:00:00;PLAZA. LIMA / PASEO. CASTELLANA;0;5;CHAMARTÃN;ColisiÃ³n fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;441440.0;4478209.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S001940;08/01/2025;8:00:00;CALL. ROSARIO PINO, 6;6;6;TETUÃN;ColisiÃ³n lateral;Nublado;Turismo;Conductor;De 45 a 49 aÃ±os;Mujer;;;441394.0;4479278.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S001940;08/01/2025;8:00:00;CALL. ROSARIO PINO, 6;6;6;TETUÃN;ColisiÃ³n lateral;Nublado;Turismo;Conductor;De 45 a 49 aÃ±os;Mujer;;;441394.0;4479278.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S053428;08/05/2025;8:00:00;CALL. PADRE LLANOS / CMNO. POZO DEL TIO RAIMUNDO;24;13;PUENTE DE VALLECAS;Choque contra obstÃ¡culo fijo;Despejado;AutobÃºs;Conductor;De 50 a 54 aÃ±os;Mujer;;;444387.0;4469551.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S040896;09/04/2025;8:00:00;AUTOV. M-30, 04UL78;04UL78;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 21 a 24 aÃ±os;Hombre;14.0;Sin asistencia sanitaria;441910.0;4469812.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S040896;09/04/2025;8:00:00;AUTOV. M-30, 04UL78;04UL78;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 30 a 34 aÃ±os;Mujer;14.0;Sin asistencia sanitaria;441910.0;4469812.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S002725;10/01/2025;8:00:00;AUTOV. M-30 / AUTOV. M-30;23NC60;9;MONCLOA-ARAVACA;ColisiÃ³n lateral;Lluvia dÃ©bil;Turismo;Conductor;De 25 a 29 aÃ±os;Hombre;;;436829.0;4478999.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S002725;10/01/2025;8:00:00;AUTOV. M-30 / AUTOV. M-30;23NC60;9;MONCLOA-ARAVACA;ColisiÃ³n lateral;Lluvia dÃ©bil;Turismo;Conductor;De 55 a 59 aÃ±os;Hombre;;;436829.0;4478999.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
2025S002725;10/01/2025;8:00:00;AUTOV. M-30 / AUTOV. M-30;23NC60;9;MONCLOA-ARAVACA;ColisiÃ³n lateral;Lluvia dÃ©bil;AutobÃºs;Conductor;De 60 a 64 aÃ±os;Hombre;;;436829.0;4478999.0;N;;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7c2843010d9c3610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default;https://datos.madrid.es/egob/catalogo/300228-30-accidentes-trafico-detalle.csv
